label,enhancer_distance_to_promoter,enhancer_chrom,enhancer_start,enhancer_end,enhancer_name,promoter_chrom,promoter_start,promoter_end,promoter_name
1,60685.0,chr1,9685722,9686400,GM12878|chr1:9685722-9686400,chr1,9747084,9749721,GM12878|chr1:9747084-9749721
1,528205.0,chr1,111767769,111769276,GM12878|chr1:111767769-111769276,chr1,112297480,112299451,GM12878|chr1:112297480-112299451
1,527081.0,chr1,111769938,111770400,GM12878|chr1:111769938-111770400,chr1,112297480,112299451,GM12878|chr1:112297480-112299451
1,72672.0,chr1,112936243,112936400,GM12878|chr1:112936243-112936400,chr1,113009071,113009200,GM12878|chr1:113009071-113009200
1,224086.0,chr1,112936243,112936400,GM12878|chr1:112936243-112936400,chr1,113160485,113164796,GM12878|chr1:113160485-113164796
1,170988.0,chr1,153776919,153777399,GM12878|chr1:153776919-153777399,chr1,153948386,153951068,GM12878|chr1:153948386-153951068
1,181309.0,chr1,153776919,153777399,GM12878|chr1:153776919-153777399,chr1,153958707,153959078,GM12878|chr1:153958707-153959078
1,169614.0,chr1,153777499,153778773,GM12878|chr1:153777499-153778773,chr1,153948386,153951068,GM12878|chr1:153948386-153951068
1,179935.0,chr1,153777499,153778773,GM12878|chr1:153777499-153778773,chr1,153958707,153959078,GM12878|chr1:153958707-153959078
1,281891.0,chr1,153962511,153962600,GM12878|chr1:153962511-153962600,chr1,154244490,154246139,GM12878|chr1:154244490-154246139
1,84752.0,chr1,154159555,154159739,GM12878|chr1:154159555-154159739,chr1,154244490,154246139,GM12878|chr1:154244490-154246139
1,217363.0,chr1,167686800,167686880,GM12878|chr1:167686800-167686880,chr1,167904242,167907109,GM12878|chr1:167904242-167907109
1,216443.0,chr1,167687775,167687800,GM12878|chr1:167687775-167687800,chr1,167904242,167907109,GM12878|chr1:167904242-167907109
1,214043.0,chr1,167687800,167690200,GM12878|chr1:167687800-167690200,chr1,167904242,167907109,GM12878|chr1:167904242-167907109
1,619849.0,chr1,169880290,169880510,GM12878|chr1:169880290-169880510,chr1,170500358,170502303,GM12878|chr1:170500358-170502303
1,614400.0,chr1,169884800,169885959,GM12878|chr1:169884800-169885959,chr1,170500358,170502303,GM12878|chr1:170500358-170502303
1,613559.0,chr1,169886716,169886800,GM12878|chr1:169886716-169886800,chr1,170500358,170502303,GM12878|chr1:170500358-170502303
1,612559.0,chr1,169887400,169887800,GM12878|chr1:169887400-169887800,chr1,170500358,170502303,GM12878|chr1:170500358-170502303
1,611643.0,chr1,169888400,169888716,GM12878|chr1:169888400-169888716,chr1,170500358,170502303,GM12878|chr1:170500358-170502303
1,1078107.0,chr1,172713982,172714143,GM12878|chr1:172713982-172714143,chr1,173792249,173794939,GM12878|chr1:173792249-173794939
1,1077609.0,chr1,172714471,172714641,GM12878|chr1:172714471-172714641,chr1,173792249,173794939,GM12878|chr1:173792249-173794939
1,1076754.0,chr1,172714853,172715496,GM12878|chr1:172714853-172715496,chr1,173792249,173794939,GM12878|chr1:173792249-173794939
1,1076302.0,chr1,172715727,172715948,GM12878|chr1:172715727-172715948,chr1,173792249,173794939,GM12878|chr1:173792249-173794939
1,399685.0,chr1,183620507,183620600,GM12878|chr1:183620507-183620600,chr1,184020284,184021740,GM12878|chr1:184020284-184021740
1,396685.0,chr1,183621400,183623600,GM12878|chr1:183621400-183623600,chr1,184020284,184021740,GM12878|chr1:184020284-184021740
1,396679.0,chr1,183623600,183623606,GM12878|chr1:183623600-183623606,chr1,184020284,184021740,GM12878|chr1:184020284-184021740
1,396285.0,chr1,183623698,183624000,GM12878|chr1:183623698-183624000,chr1,184020284,184021740,GM12878|chr1:184020284-184021740
1,41221.0,chr1,205249213,205249400,GM12878|chr1:205249213-205249400,chr1,205290620,205290975,GM12878|chr1:205290620-205290975
1,41021.0,chr1,205249400,205249600,GM12878|chr1:205249400-205249600,chr1,205290620,205290975,GM12878|chr1:205290620-205290975
1,406427.0,chr1,207262600,207262800,GM12878|chr1:207262600-207262800,chr1,207669226,207670456,GM12878|chr1:207669226-207670456
1,77291.0,chr1,207591705,207591936,GM12878|chr1:207591705-207591936,chr1,207669226,207670456,GM12878|chr1:207669226-207670456
1,77027.0,chr1,207592028,207592200,GM12878|chr1:207592028-207592200,chr1,207669226,207670456,GM12878|chr1:207669226-207670456
1,77004.0,chr1,207592200,207592223,GM12878|chr1:207592200-207592223,chr1,207669226,207670456,GM12878|chr1:207669226-207670456
1,337644.0,chr1,211869853,211870181,GM12878|chr1:211869853-211870181,chr1,212207824,212210540,GM12878|chr1:212207824-212210540
1,336825.0,chr1,211870375,211871000,GM12878|chr1:211870375-211871000,chr1,212207824,212210540,GM12878|chr1:212207824-212210540
1,336545.0,chr1,211871086,211871280,GM12878|chr1:211871086-211871280,chr1,212207824,212210540,GM12878|chr1:212207824-212210540
1,335982.0,chr1,211871472,211871843,GM12878|chr1:211871472-211871843,chr1,212207824,212210540,GM12878|chr1:212207824-212210540
1,335425.0,chr1,211872166,211872400,GM12878|chr1:211872166-211872400,chr1,212207824,212210540,GM12878|chr1:212207824-212210540
1,335109.0,chr1,211872400,211872716,GM12878|chr1:211872400-211872716,chr1,212207824,212210540,GM12878|chr1:212207824-212210540
1,630731.0,chr1,223886400,223886445,GM12878|chr1:223886400-223886445,chr1,224517175,224518774,GM12878|chr1:224517175-224518774
1,213292.0,chr1,224303800,224303884,GM12878|chr1:224303800-224303884,chr1,224517175,224518774,GM12878|chr1:224517175-224518774
1,212776.0,chr1,224304151,224304400,GM12878|chr1:224304151-224304400,chr1,224517175,224518774,GM12878|chr1:224517175-224518774
1,104399.0,chr1,234635109,234637227,GM12878|chr1:234635109-234637227,chr1,234741625,234749400,GM12878|chr1:234741625-234749400
1,104226.0,chr1,234637359,234637400,GM12878|chr1:234637359-234637400,chr1,234741625,234749400,GM12878|chr1:234741625-234749400
1,104175.0,chr1,234637400,234637451,GM12878|chr1:234637400-234637451,chr1,234741625,234749400,GM12878|chr1:234741625-234749400
1,52353.0,chr10,980849,980941,GM12878|chr10:980849-980941,chr10,1033293,1036021,GM12878|chr10:1033293-1036021
1,50313.0,chr10,982171,982981,GM12878|chr10:982171-982981,chr10,1033293,1036021,GM12878|chr10:1033293-1036021
1,793649.0,chr10,21810994,21811000,GM12878|chr10:21810994-21811000,chr10,22604648,22606236,GM12878|chr10:22604648-22606236
1,798531.0,chr10,21810994,21811000,GM12878|chr10:21810994-21811000,chr10,22609530,22610725,GM12878|chr10:22609530-22610725
1,787649.0,chr10,21816487,21817000,GM12878|chr10:21816487-21817000,chr10,22604648,22606236,GM12878|chr10:22604648-22606236
1,792531.0,chr10,21816487,21817000,GM12878|chr10:21816487-21817000,chr10,22609530,22610725,GM12878|chr10:22609530-22610725
1,311060.0,chr10,22293400,22293589,GM12878|chr10:22293400-22293589,chr10,22604648,22606236,GM12878|chr10:22604648-22606236
1,315942.0,chr10,22293400,22293589,GM12878|chr10:22293400-22293589,chr10,22609530,22610725,GM12878|chr10:22609530-22610725
1,523049.0,chr10,26624600,26625252,GM12878|chr10:26624600-26625252,chr10,27148300,27150038,GM12878|chr10:27148300-27150038
1,360430.0,chr10,26624600,26625252,GM12878|chr10:26624600-26625252,chr10,26985681,26987646,GM12878|chr10:26985681-26987646
1,232684.0,chr10,38149848,38150065,GM12878|chr10:38149848-38150065,chr10,38382748,38384452,GM12878|chr10:38382748-38384452
1,438323.0,chr10,97590600,97590800,GM12878|chr10:97590600-97590800,chr10,98029122,98034542,GM12878|chr10:98029122-98034542
1,435299.0,chr10,97591800,97593824,GM12878|chr10:97591800-97593824,chr10,98029122,98034542,GM12878|chr10:98029122-98034542
1,434487.0,chr10,97593917,97594636,GM12878|chr10:97593917-97594636,chr10,98029122,98034542,GM12878|chr10:98029122-98034542
1,433021.0,chr10,97594751,97596102,GM12878|chr10:97594751-97596102,chr10,98029122,98034542,GM12878|chr10:98029122-98034542
1,430412.0,chr10,97596245,97598711,GM12878|chr10:97596245-97598711,chr10,98029122,98034542,GM12878|chr10:98029122-98034542
1,356005.0,chr10,102973721,102974250,GM12878|chr10:102973721-102974250,chr10,103330254,103330715,GM12878|chr10:103330254-103330715
1,567819.0,chr10,102973721,102974250,GM12878|chr10:102973721-102974250,chr10,103542068,103543840,GM12878|chr10:103542068-103543840
1,141495.0,chr10,112113849,112114097,GM12878|chr10:112113849-112114097,chr10,112255591,112262400,GM12878|chr10:112255591-112262400
1,140392.0,chr10,112114369,112115200,GM12878|chr10:112114369-112115200,chr10,112255591,112262400,GM12878|chr10:112255591-112262400
1,817293.0,chr10,134383915,134384400,GM12878|chr10:134383915-134384400,chr10,135201692,135204912,GM12878|chr10:135201692-135204912
1,822963.0,chr10,134383915,134384400,GM12878|chr10:134383915-134384400,chr10,135207362,135209026,GM12878|chr10:135207362-135209026
1,816693.0,chr10,134384400,134385000,GM12878|chr10:134384400-134385000,chr10,135201692,135204912,GM12878|chr10:135201692-135204912
1,822363.0,chr10,134384400,134385000,GM12878|chr10:134384400-134385000,chr10,135207362,135209026,GM12878|chr10:135207362-135209026
1,811925.0,chr10,134388600,134389768,GM12878|chr10:134388600-134389768,chr10,135201692,135204912,GM12878|chr10:135201692-135204912
1,817595.0,chr10,134388600,134389768,GM12878|chr10:134388600-134389768,chr10,135207362,135209026,GM12878|chr10:135207362-135209026
1,573453.0,chr11,32608200,32608226,GM12878|chr11:32608200-32608226,chr11,33181678,33183846,GM12878|chr11:33181678-33183846
1,573079.0,chr11,32608418,32608600,GM12878|chr11:32608418-32608600,chr11,33181678,33183846,GM12878|chr11:33181678-33183846
1,527161.0,chr11,33850633,33851114,GM12878|chr11:33850633-33851114,chr11,34378274,34380867,GM12878|chr11:34378274-34380867
1,486158.0,chr11,33889600,33892117,GM12878|chr11:33889600-33892117,chr11,34378274,34380867,GM12878|chr11:34378274-34380867
1,182386.0,chr11,34195800,34195889,GM12878|chr11:34195800-34195889,chr11,34378274,34380867,GM12878|chr11:34378274-34380867
1,181075.0,chr11,34196289,34197200,GM12878|chr11:34196289-34197200,chr11,34378274,34380867,GM12878|chr11:34378274-34380867
1,180875.0,chr11,34197200,34197400,GM12878|chr11:34197200-34197400,chr11,34378274,34380867,GM12878|chr11:34378274-34380867
1,180716.0,chr11,34197400,34197559,GM12878|chr11:34197400-34197559,chr11,34378274,34380867,GM12878|chr11:34378274-34380867
1,178134.0,chr11,34199851,34200141,GM12878|chr11:34199851-34200141,chr11,34378274,34380867,GM12878|chr11:34378274-34380867
1,110875.0,chr11,34264981,34267400,GM12878|chr11:34264981-34267400,chr11,34378274,34380867,GM12878|chr11:34378274-34380867
1,110636.0,chr11,34267400,34267639,GM12878|chr11:34267400-34267639,chr11,34378274,34380867,GM12878|chr11:34378274-34380867
1,109277.0,chr11,34268769,34268998,GM12878|chr11:34268769-34268998,chr11,34378274,34380867,GM12878|chr11:34378274-34380867
1,108350.0,chr11,34269784,34269925,GM12878|chr11:34269784-34269925,chr11,34378274,34380867,GM12878|chr11:34378274-34380867
1,130252.0,chr11,35030000,35030029,GM12878|chr11:35030000-35030029,chr11,35160280,35162541,GM12878|chr11:35160280-35162541
1,124194.0,chr11,35033752,35036087,GM12878|chr11:35033752-35036087,chr11,35160280,35162541,GM12878|chr11:35160280-35162541
1,38639.0,chr11,58870600,58870942,GM12878|chr11:58870600-58870942,chr11,58909580,58911279,GM12878|chr11:58909580-58911279
1,38181.0,chr11,58871287,58871400,GM12878|chr11:58871287-58871400,chr11,58909580,58911279,GM12878|chr11:58909580-58911279
1,272040.0,chr11,59305200,59305234,GM12878|chr11:59305200-59305234,chr11,59577273,59578666,GM12878|chr11:59577273-59578666
1,271874.0,chr11,59305368,59305400,GM12878|chr11:59305368-59305400,chr11,59577273,59578666,GM12878|chr11:59577273-59578666
1,90201.0,chr11,60131244,60132400,GM12878|chr11:60131244-60132400,chr11,60222600,60226221,GM12878|chr11:60222600-60226221
1,89601.0,chr11,60132400,60133000,GM12878|chr11:60132400-60133000,chr11,60222600,60226221,GM12878|chr11:60222600-60226221
1,89586.0,chr11,60133000,60133015,GM12878|chr11:60133000-60133015,chr11,60222600,60226221,GM12878|chr11:60222600-60226221
1,86886.0,chr11,60134393,60135715,GM12878|chr11:60134393-60135715,chr11,60222600,60226221,GM12878|chr11:60222600-60226221
1,127949.0,chr11,62195015,62195252,GM12878|chr11:62195015-62195252,chr11,62323200,62324600,GM12878|chr11:62323200-62324600
1,127443.0,chr11,62195449,62195758,GM12878|chr11:62195449-62195758,chr11,62323200,62324600,GM12878|chr11:62323200-62324600
1,24743.0,chr11,65238824,65238932,GM12878|chr11:65238824-65238932,chr11,65263674,65274600,GM12878|chr11:65263674-65274600
1,432959.0,chr11,66176264,66176442,GM12878|chr11:66176264-66176442,chr11,66609400,66611886,GM12878|chr11:66609400-66611886
1,432801.0,chr11,66176538,66176600,GM12878|chr11:66176538-66176600,chr11,66609400,66611886,GM12878|chr11:66609400-66611886
1,273415.0,chr11,66335800,66335986,GM12878|chr11:66335800-66335986,chr11,66609400,66611886,GM12878|chr11:66609400-66611886
1,273054.0,chr11,66336163,66336347,GM12878|chr11:66336163-66336347,chr11,66609400,66611886,GM12878|chr11:66609400-66611886
1,163567.0,chr11,82617516,82617600,GM12878|chr11:82617516-82617600,chr11,82781166,82784540,GM12878|chr11:82781166-82784540
1,161767.0,chr11,82619359,82619400,GM12878|chr11:82619359-82619400,chr11,82781166,82784540,GM12878|chr11:82781166-82784540
1,161588.0,chr11,82619400,82619579,GM12878|chr11:82619400-82619579,chr11,82781166,82784540,GM12878|chr11:82781166-82784540
1,161265.0,chr11,82619674,82619902,GM12878|chr11:82619674-82619902,chr11,82781166,82784540,GM12878|chr11:82781166-82784540
1,136557.0,chr11,94828427,94828600,GM12878|chr11:94828427-94828600,chr11,94965156,94965709,GM12878|chr11:94965156-94965709
1,134357.0,chr11,94828600,94830800,GM12878|chr11:94828600-94830800,chr11,94965156,94965709,GM12878|chr11:94965156-94965709
1,376845.0,chr11,95745000,95745208,GM12878|chr11:95745000-95745208,chr11,96122052,96123907,GM12878|chr11:96122052-96123907
1,375958.0,chr11,95745476,95746095,GM12878|chr11:95745476-95746095,chr11,96122052,96123907,GM12878|chr11:96122052-96123907
1,375453.0,chr11,95746588,95746600,GM12878|chr11:95746588-95746600,chr11,96122052,96123907,GM12878|chr11:96122052-96123907
1,374453.0,chr11,95747000,95747600,GM12878|chr11:95747000-95747600,chr11,96122052,96123907,GM12878|chr11:96122052-96123907
1,374229.0,chr11,95747600,95747824,GM12878|chr11:95747600-95747824,chr11,96122052,96123907,GM12878|chr11:96122052-96123907
1,372349.0,chr11,95749560,95749704,GM12878|chr11:95749560-95749704,chr11,96122052,96123907,GM12878|chr11:96122052-96123907
1,84703.0,chr11,95986000,95986307,GM12878|chr11:95986000-95986307,chr11,96071009,96076424,GM12878|chr11:96071009-96076424
1,81987.0,chr11,95986407,95989023,GM12878|chr11:95986407-95989023,chr11,96071009,96076424,GM12878|chr11:96071009-96076424
1,80210.0,chr11,95989215,95990800,GM12878|chr11:95989215-95990800,chr11,96071009,96076424,GM12878|chr11:96071009-96076424
1,484413.0,chr11,109815946,109816000,GM12878|chr11:109815946-109816000,chr11,110300412,110301846,GM12878|chr11:110300412-110301846
1,483813.0,chr11,109816000,109816600,GM12878|chr11:109816000-109816600,chr11,110300412,110301846,GM12878|chr11:110300412-110301846
1,169835.0,chr11,116795492,116797169,GM12878|chr11:116795492-116797169,chr11,116967003,116969984,GM12878|chr11:116967003-116969984
1,168994.0,chr11,116797857,116798010,GM12878|chr11:116797857-116798010,chr11,116967003,116969984,GM12878|chr11:116967003-116969984
1,168745.0,chr11,116798167,116798259,GM12878|chr11:116798167-116798259,chr11,116967003,116969984,GM12878|chr11:116967003-116969984
1,168404.0,chr11,116798582,116798600,GM12878|chr11:116798582-116798600,chr11,116967003,116969984,GM12878|chr11:116967003-116969984
1,168278.0,chr11,116798600,116798726,GM12878|chr11:116798600-116798726,chr11,116967003,116969984,GM12878|chr11:116967003-116969984
1,167604.0,chr11,116798832,116799400,GM12878|chr11:116798832-116799400,chr11,116967003,116969984,GM12878|chr11:116967003-116969984
1,167204.0,chr11,116799411,116799800,GM12878|chr11:116799411-116799800,chr11,116967003,116969984,GM12878|chr11:116967003-116969984
1,87504.0,chr11,124540695,124541024,GM12878|chr11:124540695-124541024,chr11,124628527,124633148,GM12878|chr11:124628527-124633148
1,173606.0,chr12,684986,685278,GM12878|chr12:684986-685278,chr12,858883,864591,GM12878|chr12:858883-864591
1,78438.0,chr12,780354,780446,GM12878|chr12:780354-780446,chr12,858883,864591,GM12878|chr12:858883-864591
1,73890.0,chr12,780894,784994,GM12878|chr12:780894-784994,chr12,858883,864591,GM12878|chr12:858883-864591
1,163662.0,chr12,4215922,4216200,GM12878|chr12:4215922-4216200,chr12,4379861,4386226,GM12878|chr12:4379861-4386226
1,163294.0,chr12,4216200,4216568,GM12878|chr12:4216200-4216568,chr12,4379861,4386226,GM12878|chr12:4379861-4386226
1,162376.0,chr12,4216891,4217486,GM12878|chr12:4216891-4217486,chr12,4379861,4386226,GM12878|chr12:4379861-4386226
1,102935.0,chr12,6538000,6538224,GM12878|chr12:6538000-6538224,chr12,6641158,6647186,GM12878|chr12:6641158-6647186
1,102359.0,chr12,6538781,6538800,GM12878|chr12:6538781-6538800,chr12,6641158,6647186,GM12878|chr12:6641158-6647186
1,100301.0,chr12,6538800,6540858,GM12878|chr12:6538800-6540858,chr12,6641158,6647186,GM12878|chr12:6641158-6647186
1,59640.0,chr12,6772800,6773000,GM12878|chr12:6772800-6773000,chr12,6832639,6834352,GM12878|chr12:6832639-6834352
1,59560.0,chr12,6773000,6773080,GM12878|chr12:6773000-6773080,chr12,6832639,6834352,GM12878|chr12:6832639-6834352
1,80447.0,chr12,9804600,9804701,GM12878|chr12:9804600-9804701,chr12,9885147,9886050,GM12878|chr12:9885147-9886050
1,80088.0,chr12,9804815,9805060,GM12878|chr12:9804815-9805060,chr12,9885147,9886050,GM12878|chr12:9885147-9886050
1,1147029.0,chr12,11718600,11720068,GM12878|chr12:11718600-11720068,chr12,12867096,12868126,GM12878|chr12:12867096-12868126
1,1146514.0,chr12,11720165,11720583,GM12878|chr12:11720165-11720583,chr12,12867096,12868126,GM12878|chr12:12867096-12868126
1,1144087.0,chr12,11720675,11723010,GM12878|chr12:11720675-11723010,chr12,12867096,12868126,GM12878|chr12:12867096-12868126
1,1143424.0,chr12,11723213,11723673,GM12878|chr12:11723213-11723673,chr12,12867096,12868126,GM12878|chr12:12867096-12868126
1,1137292.0,chr12,11728866,11729805,GM12878|chr12:11728866-11729805,chr12,12867096,12868126,GM12878|chr12:12867096-12868126
1,1136808.0,chr12,11729976,11730289,GM12878|chr12:11729976-11730289,chr12,12867096,12868126,GM12878|chr12:12867096-12868126
1,71211.0,chr12,11729976,11730289,GM12878|chr12:11729976-11730289,chr12,11801499,11808377,GM12878|chr12:11801499-11808377
1,69900.0,chr12,11730534,11731600,GM12878|chr12:11730534-11731600,chr12,11801499,11808377,GM12878|chr12:11801499-11808377
1,67484.0,chr12,11733600,11734016,GM12878|chr12:11733600-11734016,chr12,11801499,11808377,GM12878|chr12:11801499-11808377
1,66874.0,chr12,11734414,11734626,GM12878|chr12:11734414-11734626,chr12,11801499,11808377,GM12878|chr12:11801499-11808377
1,125830.0,chr12,14391793,14392000,GM12878|chr12:14391793-14392000,chr12,14517829,14519789,GM12878|chr12:14517829-14519789
1,123585.0,chr12,14393800,14394245,GM12878|chr12:14393800-14394245,chr12,14517829,14519789,GM12878|chr12:14517829-14519789
1,108741.0,chr12,24990966,24991800,GM12878|chr12:24990966-24991800,chr12,25100540,25102891,GM12878|chr12:25100540-25102891
1,106869.0,chr12,24993400,24993672,GM12878|chr12:24993400-24993672,chr12,25100540,25102891,GM12878|chr12:25100540-25102891
1,1100942.0,chr12,31805733,31806159,GM12878|chr12:31805733-31806159,chr12,32907100,32909319,GM12878|chr12:32907100-32909319
1,1100326.0,chr12,31806428,31806775,GM12878|chr12:31806428-31806775,chr12,32907100,32909319,GM12878|chr12:32907100-32909319
1,341773.0,chr12,56519601,56519982,GM12878|chr12:56519601-56519982,chr12,56861754,56863764,GM12878|chr12:56861754-56863764
1,48184.0,chr12,57031000,57031301,GM12878|chr12:57031000-57031301,chr12,57079484,57083687,GM12878|chr12:57079484-57083687
1,151426.0,chr12,75722815,75722913,GM12878|chr12:75722815-75722913,chr12,75874338,75875883,GM12878|chr12:75874338-75875883
1,150529.0,chr12,75723600,75723810,GM12878|chr12:75723600-75723810,chr12,75874338,75875883,GM12878|chr12:75874338-75875883
1,149962.0,chr12,75724207,75724377,GM12878|chr12:75724207-75724377,chr12,75874338,75875883,GM12878|chr12:75874338-75875883
1,266762.0,chr12,76474600,76474676,GM12878|chr12:76474600-76474676,chr12,76741437,76742826,GM12878|chr12:76741437-76742826
1,266438.0,chr12,76474768,76475000,GM12878|chr12:76474768-76475000,chr12,76741437,76742826,GM12878|chr12:76741437-76742826
1,49626.0,chr12,89868350,89868457,GM12878|chr12:89868350-89868457,chr12,89918082,89920226,GM12878|chr12:89918082-89920226
1,48808.0,chr12,89868694,89869275,GM12878|chr12:89868694-89869275,chr12,89918082,89920226,GM12878|chr12:89918082-89920226
1,476406.0,chr12,109056702,109058657,GM12878|chr12:109056702-109058657,chr12,109535062,109536809,GM12878|chr12:109535062-109536809
1,475663.0,chr12,109058901,109059400,GM12878|chr12:109058901-109059400,chr12,109535062,109536809,GM12878|chr12:109535062-109536809
1,224598.0,chr12,113635200,113635259,GM12878|chr12:113635200-113635259,chr12,113859856,113860796,GM12878|chr12:113859856-113860796
1,188951.0,chr12,118620000,118620107,GM12878|chr12:118620000-118620107,chr12,118809057,118810794,GM12878|chr12:118809057-118810794
1,193976.0,chr12,118620000,118620107,GM12878|chr12:118620000-118620107,chr12,118814082,118815797,GM12878|chr12:118814082-118815797
1,187623.0,chr12,118620612,118621435,GM12878|chr12:118620612-118621435,chr12,118809057,118810794,GM12878|chr12:118809057-118810794
1,192648.0,chr12,118620612,118621435,GM12878|chr12:118620612-118621435,chr12,118814082,118815797,GM12878|chr12:118814082-118815797
1,187091.0,chr12,118621672,118621967,GM12878|chr12:118621672-118621967,chr12,118809057,118810794,GM12878|chr12:118809057-118810794
1,192116.0,chr12,118621672,118621967,GM12878|chr12:118621672-118621967,chr12,118814082,118815797,GM12878|chr12:118814082-118815797
1,40699.0,chr12,120662236,120662498,GM12878|chr12:120662236-120662498,chr12,120703196,120703593,GM12878|chr12:120703196-120703593
1,39997.0,chr12,120662875,120663200,GM12878|chr12:120662875-120663200,chr12,120703196,120703593,GM12878|chr12:120703196-120703593
1,38997.0,chr12,120663200,120664200,GM12878|chr12:120663200-120664200,chr12,120703196,120703593,GM12878|chr12:120703196-120703593
1,38766.0,chr12,120664200,120664431,GM12878|chr12:120664200-120664431,chr12,120703196,120703593,GM12878|chr12:120703196-120703593
1,73524.0,chr12,121990000,121990347,GM12878|chr12:121990000-121990347,chr12,122063870,122068000,GM12878|chr12:122063870-122068000
1,71930.0,chr12,121991400,121991941,GM12878|chr12:121991400-121991941,chr12,122063870,122068000,GM12878|chr12:122063870-122068000
1,274316.0,chr13,27748762,27749000,GM12878|chr13:27748762-27749000,chr13,28023315,28025604,GM12878|chr13:28023315-28025604
1,274116.0,chr13,27749000,27749200,GM12878|chr13:27749000-27749200,chr13,28023315,28025604,GM12878|chr13:28023315-28025604
1,273427.0,chr13,27749600,27749889,GM12878|chr13:27749600-27749889,chr13,28023315,28025604,GM12878|chr13:28023315-28025604
1,75926.0,chr13,27748762,27749000,GM12878|chr13:27748762-27749000,chr13,27824925,27828125,GM12878|chr13:27824925-27828125
1,75726.0,chr13,27749000,27749200,GM12878|chr13:27749000-27749200,chr13,27824925,27828125,GM12878|chr13:27824925-27828125
1,75037.0,chr13,27749600,27749889,GM12878|chr13:27749600-27749889,chr13,27824925,27828125,GM12878|chr13:27824925-27828125
1,172719.0,chr13,28020907,28021200,GM12878|chr13:28020907-28021200,chr13,28193918,28196801,GM12878|chr13:28193918-28196801
1,85321.0,chr13,31647436,31649470,GM12878|chr13:31647436-31649470,chr13,31734790,31737213,GM12878|chr13:31734790-31737213
